Back|Object|56|..\..\..\Desktop\MapTool\Image\Texture\Back\Object\Back%d.png
Defend_BeautiLeft|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_Gun2\%d.png
Defend_BeautiLeft|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_Gun3\%d.png
Defend_BeautiLeft|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_Gun4\%d.png
Defend_BeautiLeft|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_Gun5\%d.png
Defend_BeautiLeft|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_spear1\%d.png
Defend_BeautiLeft|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_spear2\%d.png
Defend_BeautiLeft|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_spear3\%d.png
Defend_BeautiLeft|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_spear4\%d.png
Defend_BeautiLeft|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_spear5\%d.png
Defend_BeautiLeft|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_sword1\%d.png
Defend_BeautiLeft|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_sword2\%d.png
Defend_BeautiLeft|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_sword3\%d.png
Defend_BeautiLeft|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_sword4\%d.png
Defend_BeautiLeft|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Attack_sword5\%d.png
Defend_BeautiLeft|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Move1\%d.png
Defend_BeautiLeft|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Move2\%d.png
Defend_BeautiLeft|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Move3\%d.png
Defend_BeautiLeft|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Move4\%d.png
Defend_BeautiLeft|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Move5\%d.png
Defend_BeautiLeft|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Stand1\%d.png
Defend_BeautiLeft|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Stand2\%d.png
Defend_BeautiLeft|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Stand3\%d.png
Defend_BeautiLeft|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Stand4\%d.png
Defend_BeautiLeft|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiLeft\Stand5\%d.png
Defend_BeautiRight|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Bow1\%d.png
Defend_BeautiRight|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Bow2\%d.png
Defend_BeautiRight|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Bow3\%d.png
Defend_BeautiRight|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Bow4\%d.png
Defend_BeautiRight|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Bow5\%d.png
Defend_BeautiRight|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Gun1\%d.png
Defend_BeautiRight|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Gun2\%d.png
Defend_BeautiRight|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Gun3\%d.png
Defend_BeautiRight|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Gun4\%d.png
Defend_BeautiRight|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_Gun5\%d.png
Defend_BeautiRight|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_spear1\%d.png
Defend_BeautiRight|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_spear2\%d.png
Defend_BeautiRight|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_spear3\%d.png
Defend_BeautiRight|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_spear4\%d.png
Defend_BeautiRight|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_spear5\%d.png
Defend_BeautiRight|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_sword1\%d.png
Defend_BeautiRight|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_sword2\%d.png
Defend_BeautiRight|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_sword3\%d.png
Defend_BeautiRight|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_sword4\%d.png
Defend_BeautiRight|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Attack_sword5\%d.png
Defend_BeautiRight|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Move1\%d.png
Defend_BeautiRight|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Move2\%d.png
Defend_BeautiRight|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Move3\%d.png
Defend_BeautiRight|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Move4\%d.png
Defend_BeautiRight|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Move5\%d.png
Defend_BeautiRight|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Stand1\%d.png
Defend_BeautiRight|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Stand2\%d.png
Defend_BeautiRight|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Stand3\%d.png
Defend_BeautiRight|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Stand4\%d.png
Defend_BeautiRight|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_BeautiRight\Stand5\%d.png
Defend_DragonBody|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Bow1\%d.png
Defend_DragonBody|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Bow2\%d.png
Defend_DragonBody|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Bow3\%d.png
Defend_DragonBody|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Bow4\%d.png
Defend_DragonBody|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Bow5\%d.png
Defend_DragonBody|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Gun1\%d.png
Defend_DragonBody|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Gun2\%d.png
Defend_DragonBody|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Gun3\%d.png
Defend_DragonBody|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Gun4\%d.png
Defend_DragonBody|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_Gun5\%d.png
Defend_DragonBody|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_spear1\%d.png
Defend_DragonBody|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_spear2\%d.png
Defend_DragonBody|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_spear3\%d.png
Defend_DragonBody|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_spear4\%d.png
Defend_DragonBody|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_spear5\%d.png
Defend_DragonBody|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_sword1\%d.png
Defend_DragonBody|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_sword2\%d.png
Defend_DragonBody|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_sword3\%d.png
Defend_DragonBody|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_sword4\%d.png
Defend_DragonBody|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Attack_sword5\%d.png
Defend_DragonBody|Move_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move_Bow1\%d.png
Defend_DragonBody|Move_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move_Bow2\%d.png
Defend_DragonBody|Move_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move_Bow3\%d.png
Defend_DragonBody|Move_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move_Bow4\%d.png
Defend_DragonBody|Move_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move_Bow5\%d.png
Defend_DragonBody|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move1\%d.png
Defend_DragonBody|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move2\%d.png
Defend_DragonBody|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move3\%d.png
Defend_DragonBody|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move4\%d.png
Defend_DragonBody|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Move5\%d.png
Defend_DragonBody|Stand_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand_Bow1\%d.png
Defend_DragonBody|Stand_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand_Bow2\%d.png
Defend_DragonBody|Stand_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand_Bow3\%d.png
Defend_DragonBody|Stand_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand_Bow4\%d.png
Defend_DragonBody|Stand_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand_Bow5\%d.png
Defend_DragonBody|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand1\%d.png
Defend_DragonBody|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand2\%d.png
Defend_DragonBody|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand3\%d.png
Defend_DragonBody|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand4\%d.png
Defend_DragonBody|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonBody\Stand5\%d.png
Defend_DragonHead|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Bow1\%d.png
Defend_DragonHead|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Bow2\%d.png
Defend_DragonHead|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Bow3\%d.png
Defend_DragonHead|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Bow4\%d.png
Defend_DragonHead|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Bow5\%d.png
Defend_DragonHead|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Gun1\%d.png
Defend_DragonHead|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Gun2\%d.png
Defend_DragonHead|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Gun3\%d.png
Defend_DragonHead|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Gun4\%d.png
Defend_DragonHead|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_Gun5\%d.png
Defend_DragonHead|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_spear1\%d.png
Defend_DragonHead|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_spear2\%d.png
Defend_DragonHead|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_spear3\%d.png
Defend_DragonHead|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_spear4\%d.png
Defend_DragonHead|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_spear5\%d.png
Defend_DragonHead|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_sword1\%d.png
Defend_DragonHead|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_sword2\%d.png
Defend_DragonHead|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_sword3\%d.png
Defend_DragonHead|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_sword4\%d.png
Defend_DragonHead|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Attack_sword5\%d.png
Defend_DragonHead|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Move1\%d.png
Defend_DragonHead|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Move2\%d.png
Defend_DragonHead|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Move3\%d.png
Defend_DragonHead|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Move4\%d.png
Defend_DragonHead|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Move5\%d.png
Defend_DragonHead|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Stand1\%d.png
Defend_DragonHead|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Stand2\%d.png
Defend_DragonHead|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Stand3\%d.png
Defend_DragonHead|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Stand4\%d.png
Defend_DragonHead|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonHead\Stand5\%d.png
Defend_DragonLeft|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Bow1\%d.png
Defend_DragonLeft|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Bow2\%d.png
Defend_DragonLeft|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Bow3\%d.png
Defend_DragonLeft|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Bow4\%d.png
Defend_DragonLeft|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Bow5\%d.png
Defend_DragonLeft|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Gun1\%d.png
Defend_DragonLeft|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Gun2\%d.png
Defend_DragonLeft|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Gun3\%d.png
Defend_DragonLeft|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Gun4\%d.png
Defend_DragonLeft|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_Gun5\%d.png
Defend_DragonLeft|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_spear1\%d.png
Defend_DragonLeft|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_spear2\%d.png
Defend_DragonLeft|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_spear3\%d.png
Defend_DragonLeft|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_spear4\%d.png
Defend_DragonLeft|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_spear5\%d.png
Defend_DragonLeft|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_sword1\%d.png
Defend_DragonLeft|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_sword2\%d.png
Defend_DragonLeft|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_sword3\%d.png
Defend_DragonLeft|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_sword4\%d.png
Defend_DragonLeft|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Attack_sword5\%d.png
Defend_DragonLeft|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Move1\%d.png
Defend_DragonLeft|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Move2\%d.png
Defend_DragonLeft|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Move3\%d.png
Defend_DragonLeft|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Move4\%d.png
Defend_DragonLeft|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Move5\%d.png
Defend_DragonLeft|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Stand1\%d.png
Defend_DragonLeft|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Stand2\%d.png
Defend_DragonLeft|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Stand3\%d.png
Defend_DragonLeft|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Stand4\%d.png
Defend_DragonLeft|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonLeft\Stand5\%d.png
Defend_DragonRight|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Bow1\%d.png
Defend_DragonRight|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Bow2\%d.png
Defend_DragonRight|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Bow3\%d.png
Defend_DragonRight|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Bow4\%d.png
Defend_DragonRight|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Bow5\%d.png
Defend_DragonRight|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Gun1\%d.png
Defend_DragonRight|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Gun2\%d.png
Defend_DragonRight|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Gun3\%d.png
Defend_DragonRight|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Gun4\%d.png
Defend_DragonRight|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_Gun5\%d.png
Defend_DragonRight|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_spear1\%d.png
Defend_DragonRight|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_spear2\%d.png
Defend_DragonRight|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_spear3\%d.png
Defend_DragonRight|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_spear4\%d.png
Defend_DragonRight|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_spear5\%d.png
Defend_DragonRight|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_sword1\%d.png
Defend_DragonRight|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_sword2\%d.png
Defend_DragonRight|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_sword3\%d.png
Defend_DragonRight|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_sword4\%d.png
Defend_DragonRight|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Attack_sword5\%d.png
Defend_DragonRight|Move1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Move1\%d.png
Defend_DragonRight|Move2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Move2\%d.png
Defend_DragonRight|Move3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Move3\%d.png
Defend_DragonRight|Move4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Move4\%d.png
Defend_DragonRight|Move5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Move5\%d.png
Defend_DragonRight|Stand1|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Stand1\%d.png
Defend_DragonRight|Stand2|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Stand2\%d.png
Defend_DragonRight|Stand3|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Stand3\%d.png
Defend_DragonRight|Stand4|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Stand4\%d.png
Defend_DragonRight|Stand5|8|..\..\MapTool\Image\Texture\Player\Defend_DragonRight\Stand5\%d.png
Player_body|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Bow1\%d.png
Player_body|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Bow2\%d.png
Player_body|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Bow3\%d.png
Player_body|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Bow4\%d.png
Player_body|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Bow5\%d.png
Player_body|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Gun1\%d.png
Player_body|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Gun2\%d.png
Player_body|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Gun3\%d.png
Player_body|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Gun4\%d.png
Player_body|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_Gun5\%d.png
Player_body|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_spear1\%d.png
Player_body|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_spear2\%d.png
Player_body|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_spear3\%d.png
Player_body|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_spear4\%d.png
Player_body|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Player_body\Attack_spear5\%d.png
Player_body|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Player_body\Attack_sword1\%d.png
Player_body|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Player_body\Attack_sword2\%d.png
Player_body|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Player_body\Attack_sword3\%d.png
Player_body|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Player_body\Attack_sword4\%d.png
Player_body|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Player_body\Attack_sword5\%d.png
Player_body|Dead|10|..\..\MapTool\Image\Texture\Player\Player_body\Dead\%d.png
Player_body|Move_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_body\Move_Bow1\%d.png
Player_body|Move_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_body\Move_Bow2\%d.png
Player_body|Move_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_body\Move_Bow3\%d.png
Player_body|Move_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_body\Move_Bow4\%d.png
Player_body|Move_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_body\Move_Bow5\%d.png
Player_body|Move1|8|..\..\MapTool\Image\Texture\Player\Player_body\Move1\%d.png
Player_body|Move2|8|..\..\MapTool\Image\Texture\Player\Player_body\Move2\%d.png
Player_body|Move3|8|..\..\MapTool\Image\Texture\Player\Player_body\Move3\%d.png
Player_body|Move4|8|..\..\MapTool\Image\Texture\Player\Player_body\Move4\%d.png
Player_body|Move5|8|..\..\MapTool\Image\Texture\Player\Player_body\Move5\%d.png
Player_body|Stand_bow1|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand_bow1\%d.png
Player_body|Stand_bow2|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand_bow2\%d.png
Player_body|Stand_bow3|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand_bow3\%d.png
Player_body|Stand_bow4|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand_bow4\%d.png
Player_body|Stand_bow5|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand_bow5\%d.png
Player_body|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand1\%d.png
Player_body|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand2\%d.png
Player_body|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand3\%d.png
Player_body|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand4\%d.png
Player_body|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_body\Stand5\%d.png
Player_Head|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Bow1\%d.png
Player_Head|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Bow2\%d.png
Player_Head|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Bow3\%d.png
Player_Head|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Bow4\%d.png
Player_Head|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Bow5\%d.png
Player_Head|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Gun1\%d.png
Player_Head|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Gun2\%d.png
Player_Head|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Gun3\%d.png
Player_Head|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Gun4\%d.png
Player_Head|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_Gun5\%d.png
